   h    k    l      d (Å)      F(real)      F(imag)          |F|         2θ          I    M
   7    2  -11   1.032092     9.769518     0.000000      9.76952   -1.#IND0   -1.#IND0    4
   0   15    7   1.031950    14.668496    -0.000000      14.6685   -1.#IND0   -1.#IND0    4
   7    6   -9   1.031542    -1.805171     0.000000      1.80517   -1.#IND0   -1.#IND0    4
   1   17    1   1.031354     6.934870    -0.000000      6.93487   -1.#IND0   -1.#IND0    4
   7    8   -5   1.031271     0.762737    -0.000000     0.762737   -1.#IND0   -1.#IND0    4
   2   11    9   1.031191    11.475403    -0.000000      11.4754   -1.#IND0   -1.#IND0    4
   2    4   12   1.031122    -5.118815    -0.000000      5.11882   -1.#IND0   -1.#IND0    4
   7    8   -4   1.030511    20.299102     0.000000      20.2991   -1.#IND0   -1.#IND0    4
   6   11   -2   1.030174   -18.401970     0.000000       18.402   -1.#IND0   -1.#IND0    4
   5   10    4   1.030148    16.690927    -0.000000      16.6909   -1.#IND0   -1.#IND0    4
   4    8  -13   1.029953    11.439371     0.000000      11.4394   -1.#IND0   -1.#IND0    4
   6   11   -6   1.029856     9.540921    -0.000000      9.54092   -1.#IND0   -1.#IND0    4
   5   13   -6   1.029608     4.920701     0.000000       4.9207   -1.#IND0   -1.#IND0    4
   3   16   -2   1.029520    -5.370815    -0.000000      5.37082   -1.#IND0   -1.#IND0    4
   0    3   14   1.029233   -11.501839    -0.000000      11.5018   -1.#IND0   -1.#IND0    4
   0    7   13   1.029168    25.540291    -0.000000      25.5403   -1.#IND0   -1.#IND0    4
   7    0    2   1.029130    32.227580    -0.000000      32.2276   -1.#IND0   -1.#IND0    2
   7    7   -8   1.028784    -0.713177     0.000000     0.713177   -1.#IND0   -1.#IND0    4
   5   11    3   1.028752    -2.166407    -0.000000      2.16641   -1.#IND0   -1.#IND0    4
   2   13  -10   1.028739    -0.190055    -0.000000     0.190055   -1.#IND0   -1.#IND0    4
   2    2  -15   1.028133     7.378100    -0.000000       7.3781   -1.#IND0   -1.#IND0    4
   0   11   11   1.027528    -6.081630    -0.000000      6.08163   -1.#IND0   -1.#IND0    4
   4   12  -10   1.027440    21.191784     0.000000      21.1918   -1.#IND0   -1.#IND0    4
   7    1    2   1.027414    -3.763126     0.000000      3.76313   -1.#IND0   -1.#IND0    4
   6    3    5   1.027349    10.898210    -0.000000      10.8982   -1.#IND0   -1.#IND0    4
   4   14   -7   1.027260    -7.823007    -0.000000      7.82301   -1.#IND0   -1.#IND0    4
   4   11  -11   1.027065   -26.547728     0.000000      26.5477   -1.#IND0   -1.#IND0    4
   3   16   -1   1.027020    28.160261    -0.000000      28.1603   -1.#IND0   -1.#IND0    4
   3   16   -3   1.026941     9.632804     0.000000       9.6328   -1.#IND0   -1.#IND0    4
   7    8   -6   1.026936    17.448192    -0.000000      17.4482   -1.#IND0   -1.#IND0    4
   6    3  -13   1.025933   -21.310350    -0.000000      21.3103   -1.#IND0   -1.#IND0    4
   7    5  -10   1.025769    15.630196     0.000000      15.6302   -1.#IND0   -1.#IND0    4
   4   15   -3   1.025131     1.688799     0.000000       1.6888   -1.#IND0   -1.#IND0    4
   2   12  -11   1.025065   -14.917280    -0.000000      14.9173   -1.#IND0   -1.#IND0    4
   2    9  -13   1.024757     5.668434     0.000000      5.66843   -1.#IND0   -1.#IND0    4
   7    6    0   1.024756    54.027825    -0.000000      54.0278   -1.#IND0   -1.#IND0    4
   7    8   -3   1.024689     7.267511    -0.000000      7.26751   -1.#IND0   -1.#IND0    4
   3    3   11   1.024671   -12.811327    -0.000000      12.8113   -1.#IND0   -1.#IND0    4
   1   17   -3   1.024536    11.686970    -0.000000       11.687   -1.#IND0   -1.#IND0    4
   5    5    7   1.024451   -19.108032     0.000000       19.108   -1.#IND0   -1.#IND0    4
   4   15   -2   1.024345   -27.928004    -0.000000       27.928   -1.#IND0   -1.#IND0    4
   6    6    4   1.024139    19.103062    -0.000000      19.1031   -1.#IND0   -1.#IND0    4
   2   14   -9   1.023945    15.914868    -0.000000      15.9149   -1.#IND0   -1.#IND0    4
   0   17    3   1.023731    18.376242    -0.000000      18.3762   -1.#IND0   -1.#IND0    4
   3    3  -15   1.023656    -9.643390    -0.000000      9.64339   -1.#IND0   -1.#IND0    4
   4    5    9   1.023564   -37.334746     0.000000      37.3347   -1.#IND0   -1.#IND0    4
   7    7   -1   1.023536     5.106758    -0.000000      5.10676   -1.#IND0   -1.#IND0    4
   7    3  -11   1.023526   -15.083056    -0.000000      15.0831   -1.#IND0   -1.#IND0    4
   5    9    5   1.023063     8.568478     0.000000      8.56848   -1.#IND0   -1.#IND0    4
   3    9    9   1.022975    -1.866681     0.000000      1.86668   -1.#IND0   -1.#IND0    4
   1   13  -10   1.022965    -4.937897     0.000000       4.9379   -1.#IND0   -1.#IND0    4
   4    6  -14   1.022957    11.158366    -0.000000      11.1584   -1.#IND0   -1.#IND0    4
   2   16    3   1.022910    -4.393392     0.000000      4.39339   -1.#IND0   -1.#IND0    4
   6    6  -12   1.022892    43.789591     0.000000      43.7896   -1.#IND0   -1.#IND0    4
   4    1  -15   1.022857    28.659985     0.000000        28.66   -1.#IND0   -1.#IND0    4
   1   16   -6   1.022733    17.476635    -0.000000      17.4766   -1.#IND0   -1.#IND0    4
   7    2    2   1.022318    11.745904    -0.000000      11.7459   -1.#IND0   -1.#IND0    4
   3    9  -13   1.022120    16.669124     0.000000      16.6691   -1.#IND0   -1.#IND0    4
   2   15    5   1.021991     2.681997    -0.000000        2.682   -1.#IND0   -1.#IND0    4
   1   14   -9   1.021542    22.459297    -0.000000      22.4593   -1.#IND0   -1.#IND0    4
   4   15   -4   1.020911    -8.913974     0.000000      8.91397   -1.#IND0   -1.#IND0    4
   1    6  -14   1.020901    27.615706     0.000000      27.6157   -1.#IND0   -1.#IND0    4
   5    4  -14   1.020795    20.671031     0.000000       20.671   -1.#IND0   -1.#IND0    4
   1   17    2   1.020439    19.179232    -0.000000      19.1792   -1.#IND0   -1.#IND0    4
   4   14    2   1.020210    22.654212    -0.000000      22.6542   -1.#IND0   -1.#IND0    4
   5   13    0   1.019945   -17.937518    -0.000000      17.9375   -1.#IND0   -1.#IND0    4
   2    3  -15   1.019663     5.991600     0.000000       5.9916   -1.#IND0   -1.#IND0    4
   3    7   10   1.019581   -16.225209    -0.000000      16.2252   -1.#IND0   -1.#IND0    4
   3   16    0   1.019551     4.166529    -0.000000      4.16653   -1.#IND0   -1.#IND0    4
   3   15    3   1.019530     7.089683    -0.000000      7.08968   -1.#IND0   -1.#IND0    4
   4   13   -9   1.019419    12.844730    -0.000000      12.8447   -1.#IND0   -1.#IND0    4
   3   16   -4   1.019397    -9.029817     0.000000      9.02982   -1.#IND0   -1.#IND0    4
   3   15   -7   1.019145    -4.518643     0.000000      4.51864   -1.#IND0   -1.#IND0    4
   5   12    2   1.018978    17.156626    -0.000000      17.1566   -1.#IND0   -1.#IND0    4
   3    7  -14   1.018657     9.670887     0.000000      9.67089   -1.#IND0   -1.#IND0    4
   4   15   -1   1.018588    20.842791     0.000000      20.8428   -1.#IND0   -1.#IND0    4
   4   10  -12   1.018324     7.030343     0.000000      7.03034   -1.#IND0   -1.#IND0    4
   6    9    2   1.018008     6.668213    -0.000000      6.66821   -1.#IND0   -1.#IND0    4
   2    7  -14   1.017979   -17.253625    -0.000000      17.2536   -1.#IND0   -1.#IND0    4
   4    2  -15   1.017828     0.766219    -0.000000     0.766219   -1.#IND0   -1.#IND0    4
   6   11   -1   1.017715   -12.373041     0.000000       12.373   -1.#IND0   -1.#IND0    4
   7    8   -7   1.017695    -4.746999     0.000000        4.747   -1.#IND0   -1.#IND0    4
   7    5    1   1.017630     9.841383     0.000000      9.84138   -1.#IND0   -1.#IND0    4
   8    0   -6   1.017585    25.285158     0.000000      25.2852   -1.#IND0   -1.#IND0    2
   0    4   14   1.017396     2.556277     0.000000      2.55628   -1.#IND0   -1.#IND0    4
   1    5   13   1.017370   -16.694547     0.000000      16.6945   -1.#IND0   -1.#IND0    4
   1   10   11   1.017330    -8.982529     0.000000      8.98253   -1.#IND0   -1.#IND0    4
   1    8   12   1.017317    13.998431     0.000000      13.9984   -1.#IND0   -1.#IND0    4
   6   11   -7   1.017256   -23.062463     0.000000      23.0625   -1.#IND0   -1.#IND0    4
   6    9  -10   1.017089   -28.244895    -0.000000      28.2449   -1.#IND0   -1.#IND0    4
   5   11  -10   1.017077    44.476237    -0.000000      44.4762   -1.#IND0   -1.#IND0    4
   8    1   -5   1.016845   -14.866425    -0.000000      14.8664   -1.#IND0   -1.#IND0    4
   3   13    6   1.016774    -9.047717     0.000000      9.04772   -1.#IND0   -1.#IND0    4
   5   10  -11   1.016657    35.598037     0.000000       35.598   -1.#IND0   -1.#IND0    4
   3   12    7   1.016544    16.096144    -0.000000      16.0961   -1.#IND0   -1.#IND0    4
   3   13  -10   1.016163     2.961695    -0.000000       2.9617   -1.#IND0   -1.#IND0    4
   1   12  -11   1.016082    -2.240318     0.000000      2.24032   -1.#IND0   -1.#IND0    4
   5    7  -13   1.016017     4.194305    -0.000000      4.19431   -1.#IND0   -1.#IND0    4
   8    1   -6   1.015926   -11.797478    -0.000000      11.7975   -1.#IND0   -1.#IND0    4
   2    5   12   1.015895     9.060741     0.000000      9.06074   -1.#IND0   -1.#IND0    4
   3   12  -11   1.015858    -5.659684    -0.000000      5.65968   -1.#IND0   -1.#IND0    4
   4   12    5   1.015764    37.900834     0.000000      37.9008   -1.#IND0   -1.#IND0    4
   6    4    5   1.015576    19.916306    -0.000000      19.9163   -1.#IND0   -1.#IND0    4
   2   16   -6   1.015263    18.652187    -0.000000      18.6522   -1.#IND0   -1.#IND0    4
   8    0   -4   1.014522    -1.044287    -0.000000      1.04429   -1.#IND0   -1.#IND0    2
   6    8    3   1.014373   -27.141652    -0.000000      27.1417   -1.#IND0   -1.#IND0    4
   6    4  -13   1.014208     7.810965    -0.000000      7.81097   -1.#IND0   -1.#IND0    4
   2    8   11   1.014201   -13.904189    -0.000000      13.9042   -1.#IND0   -1.#IND0    4
   7    8   -2   1.014059    18.661295    -0.000000      18.6613   -1.#IND0   -1.#IND0    4
   7    3    2   1.013990    -3.019172     0.000000      3.01917   -1.#IND0   -1.#IND0    4
   4   11    6   1.013877    -4.716984     0.000000      4.71698   -1.#IND0   -1.#IND0    4
   2   17   -1   1.013855    16.913523    -0.000000      16.9135   -1.#IND0   -1.#IND0    4
   1   16    5   1.013831     7.136330     0.000000      7.13633   -1.#IND0   -1.#IND0    4
   5   13   -7   1.013769     3.592902    -0.000000       3.5929   -1.#IND0   -1.#IND0    4
   4    8    8   1.013599    -6.540212     0.000000      6.54021   -1.#IND0   -1.#IND0    4
   6   10    1   1.013435    32.901372    -0.000000      32.9014   -1.#IND0   -1.#IND0    4
   6    8  -11   1.013312   -15.980741     0.000000      15.9807   -1.#IND0   -1.#IND0    4
   2   11  -12   1.013188     9.024798    -0.000000       9.0248   -1.#IND0   -1.#IND0    4
   2   17   -2   1.013019   -17.972857     0.000000      17.9729   -1.#IND0   -1.#IND0    4
   3    4   11   1.012990    30.701378    -0.000000      30.7014   -1.#IND0   -1.#IND0    4
   8    1   -4   1.012878    -4.062384    -0.000000      4.06238   -1.#IND0   -1.#IND0    4
   5    0    8   1.012727    16.553809    -0.000000      16.5538   -1.#IND0   -1.#IND0    2
   6   10   -9   1.012680     7.413791    -0.000000      7.41379   -1.#IND0   -1.#IND0    4
   2   10   10   1.012581    21.583573     0.000000      21.5836   -1.#IND0   -1.#IND0    4
   0   16    6   1.012143    11.521541    -0.000000      11.5215   -1.#IND0   -1.#IND0    4
   3    4  -15   1.012009    -3.732192    -0.000000      3.73219   -1.#IND0   -1.#IND0    4
   1   15   -8   1.011915    -6.142027    -0.000000      6.14203   -1.#IND0   -1.#IND0    4
   8    2   -5   1.011904     0.730108     0.000000     0.730108   -1.#IND0   -1.#IND0    4
   7    4  -11   1.011883    -3.136025    -0.000000      3.13603   -1.#IND0   -1.#IND0    4
   4   15   -5   1.011868   -14.118516     0.000000      14.1185   -1.#IND0   -1.#IND0    4
   5    1    8   1.011092     8.832787    -0.000000      8.83279   -1.#IND0   -1.#IND0    4
   1    1  -15   1.011043    42.252703     0.000000      42.2527   -1.#IND0   -1.#IND0    4
   2   15   -8   1.011030   -18.253244     0.000000      18.2532   -1.#IND0   -1.#IND0    4
   8    2   -6   1.010998    22.774784     0.000000      22.7748   -1.#IND0   -1.#IND0    4
   1   17   -4   1.010579     5.463653     0.000000      5.46365   -1.#IND0   -1.#IND0    4
   8    1   -7   1.010160    27.437639     0.000000      27.4376   -1.#IND0   -1.#IND0    4
   2   17    0   1.009847     1.597352    -0.000000      1.59735   -1.#IND0   -1.#IND0    4
   7    7   -9   1.009736    -4.103623     0.000000      4.10362   -1.#IND0   -1.#IND0    4
   4    3  -15   1.009608    25.664714     0.000000      25.6647   -1.#IND0   -1.#IND0    4
   4   13    4   1.009510    -5.128549    -0.000000      5.12855   -1.#IND0   -1.#IND0    4
   5   12   -9   1.009350   -39.798769     0.000000      39.7988   -1.#IND0   -1.#IND0    4
   1    9  -13   1.009341    -1.536235    -0.000000      1.53623   -1.#IND0   -1.#IND0    4
   3   14    5   1.008869    -2.729495    -0.000000       2.7295   -1.#IND0   -1.#IND0    4
   3   14   -9   1.008347     0.028482    -0.000000    0.0284823   -1.#IND0   -1.#IND0    4
   3   11    8   1.008196    -3.129365    -0.000000      3.12937   -1.#IND0   -1.#IND0    4
   2    4  -15   1.008150     4.751836     0.000000      4.75184   -1.#IND0   -1.#IND0    4
   5    9  -12   1.008121   -25.652974    -0.000000       25.653   -1.#IND0   -1.#IND0    4
   4   15    0   1.008107    -6.934999    -0.000000        6.935   -1.#IND0   -1.#IND0    4
   5    8    6   1.008008    13.448416    -0.000000      13.4484   -1.#IND0   -1.#IND0    4
   8    2   -4   1.007994     5.142784     0.000000      5.14278   -1.#IND0   -1.#IND0    4
   1   14    8   1.007929    21.047282     0.000000      21.0473   -1.#IND0   -1.#IND0    4
   1   13    9   1.007723     1.021206    -0.000000      1.02121   -1.#IND0   -1.#IND0    4
   7    6  -10   1.007531    11.042587     0.000000      11.0426   -1.#IND0   -1.#IND0    4
   3   11  -12   1.007452    -2.697462    -0.000000      2.69746   -1.#IND0   -1.#IND0    4
   3   16    1   1.007432   -11.409064    -0.000000      11.4091   -1.#IND0   -1.#IND0    4
   2   17   -3   1.007376    -2.288159     0.000000      2.28816   -1.#IND0   -1.#IND0    4
   3   16   -5   1.007209   -13.157217     0.000000      13.1572   -1.#IND0   -1.#IND0    4
   0   17    4   1.006628    15.865646     0.000000      15.8656   -1.#IND0   -1.#IND0    4
   5    6    7   1.006283    -3.087316     0.000000      3.08732   -1.#IND0   -1.#IND0    4
   5    2    8   1.006234    13.164225    -0.000000      13.1642   -1.#IND0   -1.#IND0    4
   1    2  -15   1.006186    -3.550699    -0.000000       3.5507   -1.#IND0   -1.#IND0    4
   5    5  -14   1.006015    30.746260     0.000000      30.7463   -1.#IND0   -1.#IND0    4
   0   10   12   1.005902    23.064714    -0.000000      23.0647   -1.#IND0   -1.#IND0    4
   4    0   10   1.005466    -5.021123     0.000000      5.02112   -1.#IND0   -1.#IND0    2
   4    6    9   1.005442    20.995990    -0.000000       20.996   -1.#IND0   -1.#IND0    4
   8    2   -7   1.005315     9.057751     0.000000      9.05775   -1.#IND0   -1.#IND0    4
   1   17    3   1.005087    -5.855884    -0.000000      5.85588   -1.#IND0   -1.#IND0    4
   7    0  -12   1.004954     2.144337     0.000000      2.14434   -1.#IND0   -1.#IND0    2
   0    8   13   1.004296    -8.444172     0.000000      8.44417   -1.#IND0   -1.#IND0    4
   8    1   -3   1.004192     8.963719    -0.000000      8.96372   -1.#IND0   -1.#IND0    4
   4   10    7   1.003984   -31.548289    -0.000000      31.5483   -1.#IND0   -1.#IND0    4
   7    8   -8   1.003939     4.411303     0.000000       4.4113   -1.#IND0   -1.#IND0    4
   4    1   10   1.003866    13.475668     0.000000      13.4757   -1.#IND0   -1.#IND0    4
   8    3   -5   1.003826   -17.600940    -0.000000      17.6009   -1.#IND0   -1.#IND0    4
   4   14   -8   1.003577     2.197645    -0.000000      2.19765   -1.#IND0   -1.#IND0    4
   7    7    0   1.003368    -0.152769    -0.000000     0.152769   -1.#IND0   -1.#IND0    4
   7    1  -12   1.003356    -1.508913     0.000000      1.50891   -1.#IND0   -1.#IND0    4
   7    9   -5   1.003050     9.742284     0.000000      9.74228   -1.#IND0   -1.#IND0    4
   8    3   -6   1.002942    -5.082889    -0.000000      5.08289   -1.#IND0   -1.#IND0    4
   6    7    4   1.002789   -10.032889     0.000000      10.0329   -1.#IND0   -1.#IND0    4
   0    5   14   1.002761   -23.660184     0.000000      23.6602   -1.#IND0   -1.#IND0    4
   7    4    2   1.002666    -8.928938     0.000000      8.92894   -1.#IND0   -1.#IND0    4
   7    9   -4   1.002350   -35.477421     0.000000      35.4774   -1.#IND0   -1.#IND0    4
   5   14   -3   1.002274     7.006205    -0.000000       7.0062   -1.#IND0   -1.#IND0    4
   4    9  -13   1.001837     0.237094     0.000000     0.237094   -1.#IND0   -1.#IND0    4
   6   12   -4   1.001768    11.489768     0.000000      11.4898   -1.#IND0   -1.#IND0    4
   4    7  -14   1.001679   -46.734651    -0.000000      46.7347   -1.#IND0   -1.#IND0    4
   6    7  -12   1.001618    21.098001     0.000000       21.098   -1.#IND0   -1.#IND0    4
   5   13    1   1.001521   -18.412849     0.000000      18.4128   -1.#IND0   -1.#IND0    4
   0   14    9   1.001507   -27.298838     0.000000      27.2988   -1.#IND0   -1.#IND0    4
